generic_name,brand_names,substance,drug_class,product_type
ANTIMONY TRISULFIDE,Antimonium Crudum Kit Refill,ANTIMONY TRISULFIDE,Unknown,HUMAN OTC DRUG
POTASSIUM CHLORIDE,Kali Muriaticum Kit Refill,POTASSIUM CHLORIDE,Unknown,HUMAN OTC DRUG
PHOSPHORIC ACID,Phosphoricum Acidum Kit Refill,PHOSPHORIC ACID,Unknown,HUMAN OTC DRUG
CHELIDONIUM MAJUS,Chelidonium majus,CHELIDONIUM MAJUS,Unknown,HUMAN OTC DRUG
METHOTREXATE,Methotrexate,METHOTREXATE SODIUM,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
ACETAMINOPHEN,Acetaminophen,ACETAMINOPHEN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
PREDNISONE,PREDNISONE,PREDNISONE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
NITROFURANTOIN,Nitrofurantoin,NITROFURANTOIN|NITROFURANTOIN MONOHYDRATE,Unknown,HUMAN PRESCRIPTION DRUG
ESCITALOPRAM OXALATE,Escitalopram,ESCITALOPRAM OXALATE,Unknown,HUMAN PRESCRIPTION DRUG
HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,Unknown,HUMAN PRESCRIPTION DRUG
DOXYCYCLINE HYCLATE,Doxycycline Hyclate,DOXYCYCLINE HYCLATE,Unknown,HUMAN PRESCRIPTION DRUG
CALCIUM CARBONATE,Equate Wild Berry Antacid Chews,CALCIUM CARBONATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
CHELIDONIUM MAJUS,Chelidonium majus,CHELIDONIUM MAJUS,Unknown,HUMAN OTC DRUG
GUAIFENESIN,Guaifenesin,GUAIFENESIN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ACETAMINOPHEN,"Childrens Pain and Fever, Grape flavor",ACETAMINOPHEN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
HELLEBORUS NIGER ROOT,Helleborus niger,HELLEBORUS NIGER ROOT,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
MICONAZOLE NITRATE,Desenex,MICONAZOLE NITRATE,Unknown,HUMAN OTC DRUG
BISMUTH SUBSALICYLATE,Equate Bismuth Stomach Relief Chew,BISMUTH SUBSALICYLATE,Unknown,HUMAN OTC DRUG
HELLEBORUS NIGER ROOT,Helleborus niger,HELLEBORUS NIGER ROOT,Unknown,HUMAN OTC DRUG
IBUPROFEN,Ibuprofen,IBUPROFEN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
MAGNESIUM HYDROXIDE,Equate Gentle Laxative Soft chew,MAGNESIUM HYDROXIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
NAPROXEN SODIUM,PROXEN NP 660,NAPROXEN SODIUM,Unknown,HUMAN OTC DRUG
"LOPERAMIDE HYDROCHLORIDE, SIMETHICONE",anti diarrheal and anti gas,DIMETHICONE|LOPERAMIDE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
EPINEPHRINE,Epinephrine,EPINEPHRINE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
POTASSIUM CHLORIDE,Potassium Chloride,POTASSIUM CHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
BODY SPRAY,Body Acne Treatment,SALICYLIC ACID,Unknown,HUMAN OTC DRUG
IBUPROFEN,Childrens Ibuprofen Oral Suspension Dye Free,IBUPROFEN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
NIFEDIPINE,Nifedipine,NIFEDIPINE,Unknown,HUMAN PRESCRIPTION DRUG
SALICYLIC ACID,Clean and Clear Acne Exfoliating Cleanser,SALICYLIC ACID,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
"BACITRACIN ZINC, NEOMYCIN SULFATE, POLYMYXIN B SULFATE",careone triple antibiotic,BACITRACIN ZINC|NEOMYCIN SULFATE|POLYMYXIN B SULFATE,Unknown,HUMAN OTC DRUG
LAMOTRIGINE,Lamotrigine,LAMOTRIGINE,Unknown,HUMAN PRESCRIPTION DRUG
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",AMPHETAMINE ASPARTATE MONOHYDRATE|AMPHETAMINE SULFATE|DEXTROAMPHETAMINE SACCHARATE|DEXTROAMPHETAMINE SULFATE,Unknown,HUMAN PRESCRIPTION DRUG
ALUMINUM SULFATE TETRADECAHYDRATE AND CALCIUM ACETATE MONOHYDRATE,Kerasal Athletes Foot Rapid Symptom Relief Medicated Soak,ALUMINUM SULFATE TETRADECAHYDRATE|CALCIUM ACETATE MONOHYDRATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
CHLORPHENIRAMINE MALEATE,Allergy Relief 4 Hour,CHLORPHENIRAMINE MALEATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
OXYGEN,Oxygen,OXYGEN,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
NORTRIPTYLINE HYDROCHLORIDE,Nortriptyline Hydrochloride,NORTRIPTYLINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
DILTIAZEM HYDROCHLORIDE,Diltiazem Hydrochloride,DILTIAZEM HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
ALLYLTHIOUREA,Thiosinaminum,ALLYLTHIOUREA,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ALLYLTHIOUREA,Thiosinaminum,ALLYLTHIOUREA,Unknown,HUMAN OTC DRUG
DOXEPIN HYDROCHLORIDE,DOXEPIN HYDROCHLORIDE,DOXEPIN HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
"ALLIUM CEPA, AMBROSIA ARTEMISIAEFOLIA, APIS MELLFICA, ARSENICUM ALBUM, EUPHRASIA OFFICINALIS, NUX VOMICA, PHOSPHORUS, PULSATILLA (VULGARIS), SOLIDAGO VIRGAUREA, SULPHUR",Histapoll HP,AMBROSIA ARTEMISIIFOLIA|APIS MELLIFERA|ARSENIC TRIOXIDE|EUPHRASIA STRICTA|ONION|PHOSPHORUS|PULSATILLA VULGARIS WHOLE|SOLIDAGO VIRGAUREA FLOWERING TOP|STRYCHNOS NUX-VOMICA SEED|SULFUR,Unknown,HUMAN OTC DRUG
TRAMADOL HCL ER,Tramadol HCL ER,TRAMADOL HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ETHYL ALCOHOL,Smart Care Barbie HAND SANITIZER COTTON CANDY SCENT,ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ALCOHOL,Pureforce,ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
RANCID BEEF,PYROGENIUM,RANCID BEEF,Unknown,HUMAN OTC DRUG
ZINC OXIDE (24.08%),Coppertone Pure and Simple Kids Sunscreen SPF 50,ZINC OXIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
RANCID BEEF,Pyrogenium,RANCID BEEF,Unknown,HUMAN OTC DRUG
RANCID BEEF,Pyrogenium,RANCID BEEF,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
HYDROCORTISONE,Hydrocortisone Plus 12 Moisturizers,HYDROCORTISONE,Unknown,HUMAN OTC DRUG
TADALAFIL,TADALAFIL,TADALAFIL,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
FLUDEOXYGLUCOSE F-18,Fludeoxyglucose F-18,FLUDEOXYGLUCOSE F-18,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
MONTELUKAST SODIUM,montelukast sodium,MONTELUKAST,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
GINSENOSIDE,QWG-1000,GINSENOSIDES,Unknown,HUMAN OTC DRUG
ATENOLOL,Atenolol,ATENOLOL,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
LIDOCAINE,Bactine Max Lidocaine Roll-on 2.5oz,LIDOCAINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
"METHYL SALICYLATE, MENTHOL AND",Herbal Balm,CAMPHOR (SYNTHETIC)|MENTHOL|METHYL SALICYLATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
NAPROXEN SODIUM,Naproxen Sodium,NAPROXEN SODIUM,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
SEVELAMER CARBONATE,Sevelamer Carbonate,SEVELAMER CARBONATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
WITCH HAZEL,Witch Hazel,WITCH HAZEL,Unknown,HUMAN OTC DRUG
SALICYLIC ACID,GOODBYE ACNE Complete treatment gel,SALICYLIC ACID,Unknown,HUMAN OTC DRUG
ZINC OXIDE,Organys Derma Made,ZINC OXIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ACETAMINOPHEN AND CHLORPHENIRAMINE MALEATE,YINCHIAO,ACETAMINOPHEN|CHLORPHENIRAMINE MALEATE,Unknown,HUMAN OTC DRUG
ADVANCED SPORT DEFENSE DRY SPRAY 72H ANTIPERSPIRANT DEODORANT,Degree,ALUMINUM SESQUICHLOROHYDRATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
MICONAZOLE NITRATE,Zeasorb Athletes Foot,MICONAZOLE NITRATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ZINC OXIDE,Organys Derma Made,ZINC OXIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
NICOTINE POLACRILEX,Nicotine,NICOTINE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
IBUPROFEN,Ibuprofen,IBUPROFEN,Unknown,HUMAN OTC DRUG
"MAGNESIUM SULFATE, UNSPECIFIED FORM",Theraworx Relief for Muscle Cramps Roll-On,"MAGNESIUM SULFATE, UNSPECIFIED FORM",Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
"ACETAMINOPHEN, DEXTROMETHORPHAN HBR, PHENYLEPHRINE HCL",Daytime Cold and Flu Non Drowsy,ACETAMINOPHEN|DEXTROMETHORPHAN HYDROBROMIDE|PHENYLEPHRINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
"ALLIUM SATIVUM, AVENA SATIVA, BERBERIS VULGARIS, LAPPA MAJOR, SOLIDAGO VIRGAUREA, PHYTOLACCA DECANDRA, LYCOPODIUM CLAVATUM, NUX VOMICA, ALUMINIUM METALLICUM, ANTIMONIUM CRUDUM, ARGENTUM METALLICUM, ARSENICUM ALBUM, AURUM METALLICUM, BARYTA CARBONICA, BERYLLIUM METALLICUM, BISMUTHUM METALLICUM, BORON, BROMIUM, CADMIUM METALLICUM, CERIUM METALLICUM, CESIUM CHLORIDE, CHROMIUM, COBALTUM METALLICUM, CUPRUM METALLICUM, DYSPROSIUM METALLICUM, ERBIUM METALLICUM, EUROPIUM METALLICUM, FERRUM METALLICUM, MOLYBDENUM,",Metalstat,ALUMINUM|ANTIMONY TRISULFIDE|ARCTIUM LAPPA ROOT|ARSENIC TRIOXIDE|AVENA SATIVA FLOWERING TOP|BARIUM CARBONATE|BERBERIS VULGARIS ROOT BARK|BERYLLIUM|BISMUTH|BORON|BROMINE|CADMIUM|CERIUM|CESIUM CHLORIDE|CHROMIUM|COBALT|COPPER|DYSPROSIUM|ERBIUM|EUROPIUM OXIDE|GADOLINIUM OXIDE|GARLIC|GERMANIUM SESQUIOXIDE|GOLD|HOLMIUM|INDIUM|IRON|LANTHANUM|LEAD|LITHIUM CARBONATE|LYCOPODIUM CLAVATUM SPORE|MAGNESIUM|MANGANESE|MERCURIUS SOLUBILIS|MOLYBDENUM|NEODYMIUM OXIDE|NICKEL|NIOBIUM|OSMIUM|PALLADIUM|PHYTOLACCA AMERICANA ROOT|PLATINUM|PRASEODYMIUM|RHODIUM|RUBIDIUM NITRITE|SAMARIUM OXIDE|SELENIUM|SILVER|SOLIDAGO VIRGAUREA FLOWERING TOP|STRONTIUM CARBONATE|STRYCHNOS NUX-VOMICA SEED|TANTALUM|TERBIUM|THALLIUM|TIN|URANYL NITRATE HEXAHYDRATE|VANADIUM|YTTERBIUM OXIDE|ZINC,Unknown,HUMAN OTC DRUG
LINACLOTIDE,Linzess,LINACLOTIDE,Unknown,HUMAN PRESCRIPTION DRUG
ETHYL ALCOHOL,ATTITUDE Little Leaves Hand Sanitizer Vanilla and Pear,ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
"AESCULUS CARNEA, FLOS, AESCULUS HIPPOCASTANUM, FLOS, AGRIMONIA EUPATORIA, FLOS, BROMUS RAMOSUS, FLOS, CALLUNA VULGARIS, FLOS, CARPINUS BETULUS , FLOS, CASTANEA SATIVA, FLOS, CENTAURIUM UMBELLATUM, FLOS, CERATOSTIGMA WILLMOTTIANUM, FLOS, CICHORIUM INTYBUS, FLOS, CLEMATIS VITALBA, FLOS, CLEMATIS VITALBA, FLOS, FAGUS SYLVATICA, FLOS, GENTIANELLA AMARELLA, FLOS, HELIANTHEMUM NUMMULARIUM, FLOS, ILEX AQUIFOLIUM, FLOS, IMPATIENS GLANDULIFERA, FLOS, LARIX DECIDUA, FLOS, LONICERA CAPRIFOLIUM, FLOS",Multi Flower,AESCULUS CARNEA FLOWER|AESCULUS HIPPOCASTANUM FLOWER|AGRIMONIA EUPATORIA FLOWER|BROMUS RAMOSUS FLOWER|CALLUNA VULGARIS FLOWERING TOP|CARPINUS BETULUS FLOWER|CASTANEA SATIVA FLOWER|CENTAURIUM ERYTHRAEA|CERATOSTIGMA WILLMOTTIANUM FLOWER|CICHORIUM INTYBUS FLOWER|CLEMATIS VITALBA FLOWER|FAGUS SYLVATICA FLOWERING TOP|GENTIANELLA AMARELLA FLOWER|HELIANTHEMUM NUMMULARIUM FLOWER|ILEX AQUIFOLIUM FLOWERING TOP|IMPATIENS GLANDULIFERA FLOWER|LARIX DECIDUA FLOWERING TOP|LONICERA CAPRIFOLIUM FLOWER|MALUS SYLVESTRIS FLOWER|MIMULUS GUTTATUS FLOWERING TOP|OLEA EUROPAEA FLOWER|ORNITHOGALUM UMBELLATUM|PINUS SYLVESTRIS FLOWERING TOP|POPULUS TREMULA FLOWERING TOP|PRUNUS CERASIFERA FLOWER|QUERCUS ROBUR FLOWER|ROSA CANINA FLOWER|SALIX ALBA FLOWERING TOP|SCLERANTHUS ANNUUS FLOWERING TOP|SINAPIS ARVENSIS FLOWERING/FRUITING TOP|ULEX EUROPAEUS FLOWER|ULMUS PROCERA FLOWERING TWIG|VERBENA OFFICINALIS FLOWERING TOP|VITIS VINIFERA FLOWERING TOP|WATER,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
LIDOCAINE HYDROCHLORIDE,Lidocaine Hydrochloride,LIDOCAINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
"APIUM GRAVEOLENS WHOLE, ASCLEPIAS INCARNATA ROOT, CALCIUM ARSENATE, CAMPHOR (NATURAL), ECHINACEA ANGUSTIFOLIA, EUPATORIUM PERFOLIATUM FLOWERING TOP, EUPHRASIA STRICTA, FERROUS IODIDE, ICHTHAMMOL, SCABIES LESION LYSATE (HUMAN), THUJA OCCIDENTALIS LEAFY TWIG, AND TRIFOLIUM REPENS FLOWER",D-104,APIUM GRAVEOLENS WHOLE|ASCLEPIAS INCARNATA ROOT|CALCIUM ARSENATE|CAMPHOR (NATURAL)|ECHINACEA ANGUSTIFOLIA|EUPATORIUM PERFOLIATUM FLOWERING TOP|EUPHRASIA STRICTA|FERROUS IODIDE|ICHTHAMMOL|SCABIES LESION LYSATE (HUMAN)|THUJA OCCIDENTALIS LEAFY TWIG|TRIFOLIUM REPENS FLOWER,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ESTRADIOL,LYLLANA,ESTRADIOL,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
MICONAZOLE NITRATE,foster and thrive miconazole,MICONAZOLE NITRATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
VALSARTAN AND HYDROCHLOROTHIAZIDE,Valsartan and Hydrochlorothiazide,HYDROCHLOROTHIAZIDE|VALSARTAN,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM PROPYLENE GLYCOL SOLVATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
WATER,Bach Original Flower Remedies,WATER,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ACETAMINOPHEN,Pain Relief Extra Strength,ACETAMINOPHEN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
"ERBORIAN CC RED CORRECT SPF 25- OCTINOXATE, OCTISALATE, TITANIUM DIOXIDE, ZINC OXIDE CREAM",ERBORIAN CC RED CORRECT,OCTINOXATE|OCTISALATE|TITANIUM DIOXIDE|ZINC OXIDE,Unknown,HUMAN OTC DRUG
CIPROFLOXACIN HYDROCHLORIDE,CILOXAN,CIPROFLOXACIN HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ATORVASTATIN CALCIUM,Atorvastatin Calcium,ATORVASTATIN CALCIUM TRIHYDRATE,Unknown,HUMAN PRESCRIPTION DRUG
BISACODYL,Laxative,BISACODYL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",Neutrogena Clear Face Serum Sunscreen Broad Spectrum SPF 60,AVOBENZONE|HOMOSALATE|OCTISALATE|OCTOCRYLENE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
OMEGA-3-ACID ETHYL ESTERS,Omega-3-Acid Ethyl Ester,OMEGA-3-ACID ETHYL ESTERS,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
ZINC OXIDE,SPF 50 Sunscreen Stick,ZINC OXIDE,Unknown,HUMAN OTC DRUG
SODIUM BICARBONATE,Sodium Bicarbonate,SODIUM BICARBONATE,Unknown,HUMAN PRESCRIPTION DRUG
CALCIUM CARBONATE,Walgreens Wild Berry Antacid Chews,CALCIUM CARBONATE,Unknown,HUMAN OTC DRUG
GENTAMICIN SULFATE,Gentamicin,GENTAMICIN SULFATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ATROPINE SULFATE,Atropine Sulfate,ATROPINE SULFATE,Unknown,HUMAN PRESCRIPTION DRUG
MICONAZOLE NITRATE,Zeasorb Jock Itch,MICONAZOLE NITRATE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
CYCLOBENZAPRINE HYDROCHLORIDE,Cyclobenzaprine hydrochloride,CYCLOBENZAPRINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
DOXYCYCLINE HYCLATE,Doxycycline Hyclate,DOXYCYCLINE HYCLATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ETHYL ALCOHOL,ATTITUDE Little Leaves Hand Sanitizer Watermelon and Coconut,ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
METHOCARBAMOL,Methocarbamol,METHOCARBAMOL,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
METOPROLOL TARTRATE,Metoprolol Tartrate,METOPROLOL TARTRATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ETHYL ALCOHOL,ATTITUDE Little Leaves Hand Sanitizer - Mango,ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
ETHYL ALCOHOL,ATTITUDE Super Leaves Hand Sanitizer Olive Leaves,ALCOHOL,Unknown,HUMAN OTC DRUG
TELMISARTAN,telmisartan,TELMISARTAN,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
ALLOPURINOL,ALLOPURINOL,ALLOPURINOL,Unknown,HUMAN PRESCRIPTION DRUG
CYCLOBENZAPRINE HYDROCHLORIDE,Cyclobenzaprine Hydrochloride,CYCLOBENZAPRINE HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
ETHYL ALCOHOL,ATTITUDE Super Leaves Hand Sanitizer Orange Leaves,ALCOHOL,Unknown,HUMAN OTC DRUG
ETHYL ALCOHOL,ATTITUDE Super Leaves Hand Sanitizer Lemon Leaves,ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
ALCOHOL,EUCALYPTUS EASE HAND SANITIZER,ALCOHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
"ARALIA QUINQUEFOLIA, AVENA SATIVA, GLANDULA SUPRARENALIS SUIS, ARSENICUM IODATUM, IGNATIA AMARA, LYCOPODIUM CLAVATUM, NUX VOMICA, PHOSPHORICUM ACIDUM, PHOSPHORUS, ZINCUM METALLICUM",Adrenapar,AMERICAN GINSENG|ARSENIC TRIIODIDE|AVENA SATIVA FLOWERING TOP|LYCOPODIUM CLAVATUM SPORE|PHOSPHORIC ACID|PHOSPHORUS|STRYCHNOS IGNATII SEED|STRYCHNOS NUX-VOMICA SEED|SUS SCROFA ADRENAL GLAND|ZINC,Unknown,HUMAN OTC DRUG
ANTISEPTIC LOTION SOAP,Soft and Silky Antiseptic,CHLOROXYLENOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
PHENYTOIN,Phenytoin,PHENYTOIN,Unknown,HUMAN PRESCRIPTION DRUG
MIDAZOLAM HYDROCHLORIDE,Midazolam,MIDAZOLAM HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,Hydrocodone Bitartrate and Acetaminophen,ACETAMINOPHEN|HYDROCODONE BITARTRATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
ZINC OXIDE,Sunkissed by Heaven Unscented Sunscreen SPF 50,ZINC OXIDE,Unknown,HUMAN OTC DRUG
DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL MALEATE,Dorzolamide Hydrochloride and Timolol Maleate ophthalmic Solution,DORZOLAMIDE HYDROCHLORIDE|TIMOLOL MALEATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
"ACETAMINOPHEN, IBUPROFEN",equate dual pain reliever,ACETAMINOPHEN|IBUPROFEN,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
OLOPATADINE HYDROCHLORIDE,OLOPATADINE HYDROCHLORIDE,OLOPATADINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
DIPHENHYDRAMINE HYDROCHLORIDE,Wal Dryl Childrens Allergy,DIPHENHYDRAMINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
Unknown,,,Unknown,
CETIRIZINE HCL,Allergy Relief,CETIRIZINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
Unknown,,,Unknown,
OSELTAMAVIR PHOSPHATE,oseltamavir phosphate,OSELTAMIVIR PHOSPHATE,Unknown,HUMAN PRESCRIPTION DRUG
Unknown,,,Unknown,
"ACETAMINOPHEN, CHLORPHENIRAMINE MALEATE, DEXTROMETHORPHAN HBR, PSEUDOEPHEDRINE HCL",Theraflu-D Flu Relief Max Strength plus Nasal Decongestant Nighttime,ACETAMINOPHEN|CHLORPHENIRAMINE MALEATE|DEXTROMETHORPHAN HYDROBROMIDE|PSEUDOEPHEDRINE HYDROCHLORIDE,Unknown,HUMAN OTC DRUG
CALCIUM CARBONATE,Best Choice Extra Strength Tropical Fruit,CALCIUM CARBONATE,Unknown,HUMAN OTC DRUG
SALICYLIC ACID,VIRCIN Advanced wart treatment,SALICYLIC ACID,Unknown,HUMAN OTC DRUG
CAMPHOR AND MENTHOL,Icy Hot Pro Pain Massaging Balm,CAMPHOR (SYNTHETIC)|MENTHOL,Unknown,HUMAN OTC DRUG
Unknown,,,Unknown,
CASTOR OIL,Castor Oil,CASTOR OIL,Unknown,HUMAN OTC DRUG
BENAZEPRIL HYDROCHLORIDE,Benazepril Hydrochloride,BENAZEPRIL HYDROCHLORIDE,Unknown,HUMAN PRESCRIPTION DRUG
BENZTROPINE MESYLATE,Benztropine Mesylate,BENZTROPINE MESYLATE,Unknown,HUMAN PRESCRIPTION DRUG
OLANZAPINE,Olanzapine,OLANZAPINE,Unknown,HUMAN PRESCRIPTION DRUG
